pid,city,address,price,rent,area,bedrooms
101,Jamshedpur,Dimna Road,2980000,7450,900,2
102,Jamshedpur,Kadma,5800000,14500,1200,2
103,Jamshedpur,Mango,2735000,6837,820,2
104,Jamshedpur,adityapur,5800000,14500,1440,3
105,Jamshedpur,Sonari,3950000,9875,1300,3
106,Jamshedpur,Ramnagar,3700000,9250,1300,3
107,Jamshedpur,Adarsh Nagar,2500000,6250,1050,2
108,Jamshedpur,Sonari,5200000,13000,1250,3
109,Jamshedpur,Mango,2200000,5500,740,2
110,Jamshedpur,Mango,2799900,6999,850,2
111,Jamshedpur,Mango,2950000,7375,900,2
112,Jamshedpur,Sonari,3800000,9500,1057,2
113,Jamshedpur,Dimna,4000000,10000,1389,3
114,Jamshedpur,Jamshedpur Ranchi Road,7500000,18750,2240,3
115,Jamshedpur,adityapur,4110000,10275,1270,3
116,Jamshedpur,Adityapur Chaibasa Road,2650000,6625,780,2
117,Jamshedpur,Golmuri,3100000,7750,850,3
118,Jamshedpur,Bistupur,5200000,13000,1245,2
119,Jamshedpur,Kadma,4000000,10000,1070,3
120,Jamshedpur,Uliyan,2975000,7437,850,2
301,Kanpur,Saket nagar,6200000,15500,1450,3
302,Kanpur,Shyam Nagar,3500000,8750,1090,2
303,Kanpur,Shyam Nagar,3550000,8875,1090,2
304,Kanpur,Keshav Nagar,4200000,10500,1050,2
305,Kanpur,Kakadev,2900000,7250,1000,2
306,Kanpur,Kalyanpur,3300000,8250,1250,2
307,Kanpur,Lajpat Nagar,3300000,8250,1000,2
308,Kanpur,Swaroop Nagar,3600000,9000,1050,2
310,Kanpur,Civil Lines,5000000,12500,1160,3
311,Kanpur,Khyora,5500000,13750,1650,3
312,Kanpur,Pandu Nagar,3300000,8250,1000,2
313,Kanpur,Kidwai Nagar,4500000,11250,1500,3
314,Kanpur,Kalyanpur,3100000,7750,1300,2
315,Kanpur,Swaroop Nagar,9500000,20000,1500,3
316,Kanpur,Panki B Block,3700000,9250,900,2
317,Kanpur,Saket nagar,4000000,10000,1150,2
318,Kanpur,Shastri Nagar,5700000,14250,1050,2
319,Kanpur,Singhpur,3800000,9500,1150,2
320,Kanpur,Shyam Nagar,3500000,8750,1100,2
401,Bareilly,Pilibhit Bypass Road,2350000,5875,950,2
402,Bareilly,Mahanagar Colony,2340000,5850,950,2
403,Bareilly,Nainital Road,1500000,3750,720,2
404,Bareilly,Nainital Road,1700000,4250,720,2
405,Bareilly,Mahanagar Colony,2350000,5875,746,2
406,Bareilly,Bareilly Bisalpur Road,3200000,8000,1150,2
407,Bareilly,Dohra Road,2350000,5875,980,2
408,Bareilly,Mahanagar Colony,2250000,5625,950,2
409,Bareilly,Dohara,2250000,5625,950,2
410,Bareilly,MJP Rohilkahand University,2350000,5875,950,2
411,Bareilly,Mahanagar Colony,2350000,5875,739,2
412,Bareilly,Dohra Road,2350000,5875,950,2
413,Bareilly,Suresh Sharma Nagar,4800000,12000,1245,2
414,Bareilly,Suresh Sharma Nagar,11000000,20000,2425,5
416,Bareilly,Civil Lines,7950000,19875,1726,3
417,Bareilly,Dohra Road,2250000,5625,950,2
418,Bareilly,Suresh Sharma Nagar,5800000,14500,1545,3
419,Bareilly,Bareilly Nainital Road,1299000,3247,720,2
420,Bareilly,Civil Lines,7000000,17500,1390,3
501,Mangalore,Surathkal,10328000,20000,1870,3
502,Mangalore,Derebail,4100000,10250,1015,2
503,Mangalore,Kulshekar,3524500,8811,1007,2
504,Mangalore,Barebail Road,4000000,10000,1391,2
505,Mangalore,Bondel,2650000,6625,750,2
506,Mangalore,Attavar,8573285,20000,1715,3
507,Mangalore,Nanthoor,3500000,8750,1100,2
508,Mangalore,Bejai,6600000,16500,1420,3
509,Mangalore,Derebail,6956000,17390,1331,3
510,Mangalore,Kavoor,3800000,9500,1100,2
511,Mangalore,Morgans Gate Road,5000000,12500,1385,3
512,Mangalore,Shakti Nagar,2300000,5750,700,1
513,Mangalore,Kankanady,8635000,20000,1570,3
514,Mangalore,Kadri,6125000,15312,1225,2
515,Mangalore,Surathkal,4200000,10500,1125,2
516,Mangalore,Bejai,4300000,10750,945,2
517,Mangalore,Padavinangady,5200000,13000,1092,2
518,Mangalore,Mangaluru,5070000,12675,1300,3
519,Mangalore,Kulshekar,5800000,14500,1650,3
520,Mangalore,Maroli,4800000,12000,1340,3
601,Kozhikode,Pottammal,6800000,17000,1136,3
602,Kozhikode,Velliparamba,5225000,13062,1375,3
604,Kozhikode,Poovangal,10500000,20000,1878,3
605,Kozhikode,Paroppadi,8400000,20000,1552,3
606,Kozhikode,YMCA Cross Rd,15200000,20000,1913,3
607,Kozhikode,Vellayil,5800000,14500,1883,3
608,Kozhikode,Koottuli,7500000,18750,1550,3
609,Kozhikode,Puthiyangadi,7300000,18250,1390,3
611,Kozhikode,Eranhipalam,10000000,20000,2000,4
612,Kozhikode,Mankave,12000000,20000,2418,3
613,Kozhikode,Mankave,6639000,16597,1355,3
615,Kozhikode,Vellayil,9000000,20000,1690,3
616,Kozhikode,Poovangal,10000000,20000,1634,3
617,Kozhikode,Thondayad Bypass,10000000,20000,1800,3
618,Kozhikode,Vellayil,5000000,12500,1350,2
619,Kozhikode,Eranhipalam,13500000,20000,2100,3
620,Kozhikode,Jawahar Nagar,8000000,20000,1510,3
701,Kochi,Marine Drive,16000000,20000,2750,2
702,Kochi,Marine Drive,19900000,20000,2483,4
703,Kochi,Kaloor,7000000,17500,1352,3
704,Kochi,Eroor,17000000,20000,2349,3
705,Kochi,Kakkanad,7434000,18585,1595,3
706,Kochi,Marine Drive,23400000,20000,2931,4
707,Kochi,Kadavanthra,6600000,16500,1707,3
708,Kochi,Kakkanad,7000000,17500,1595,3
709,Kochi,Kaloor,5500000,13750,1325,3
710,Kochi,Marine Drive,13100000,20000,1885,3
711,Kochi,Thammanam,5000000,12500,1150,2
712,Kochi,Kadavanthra,8500000,20000,1310,3
713,Kochi,Kannankulangara,4575000,11437,1100,2
714,Kochi,Edappally,5000000,12500,890,2
715,Kochi,Kakkanad,4900000,12250,1496,3
716,Kochi,Elamakkara,7500000,18750,1485,3
717,Kochi,Kaloor,8200000,20000,1700,3
718,Kochi,Kakkanad,6500000,16250,1387,3
719,Kochi,Kadavanthra,5900000,14750,1020,2
720,Kochi,Kadavanthra,8500000,20000,600,3
801,Coimbatore,Kuniamuthur,2087050,5217,623,2
802,Coimbatore,Saravanampatty,3522178,8805,894,2
803,Coimbatore,Saravanampatty,3913200,9783,1087,2
804,Coimbatore,Villankurichi,2265625,5664,625,1
805,Coimbatore,Vadavalli,5100000,12750,1275,3
806,Coimbatore,Villankurichi,3219000,8047,888,2
807,Coimbatore,Hosur Municipality,2300000,5750,700,1
808,Coimbatore,Hosur Municipality,4700000,11750,1140,2
809,Coimbatore,Villankurichi,3230000,8075,891,2
810,Coimbatore,Selvapuram,5030000,12575,1264,2
811,Coimbatore,Trichy Road,20600000,20000,2240,3
812,Coimbatore,Hosur Municipality,11000000,20000,1500,3
813,Coimbatore,Singanallur,8397000,20000,1866,3
814,Coimbatore,Saravanampatty,4104544,10261,1092,2
815,Coimbatore,Hosur Municipality,3000000,7500,900,1
816,Coimbatore,Gopalapuram,23900000,20000,2076,3
817,Coimbatore,Singanallur,7708500,19271,1713,3
819,Coimbatore,Selvapuram,4175000,10437,1049,2
820,Coimbatore,Race Course,33000000,20000,2870,3
901,Varanasi,Paharia,3200008,8000,850,2
902,Varanasi,Shivpur,5000000,12500,1700,5
904,Varanasi,Chitaipur,4800000,12000,1020,2
905,Varanasi,Bhojuveer,3200000,8000,900,2
906,Varanasi,Paharia,3200000,8000,850,2
907,Varanasi,Chaurhat,3123550,7808,895,2
908,Varanasi,Ashapur Chuaraha,2800000,7000,824,2
909,Varanasi,Sigra,4700000,11750,1050,2
910,Varanasi,Ganesh Dham Colony Sunderpur,6600000,16500,1409,3
911,Varanasi,Shivpur,4349020,10872,1158,3
912,Varanasi,Sunderpur,5500000,13750,1186,2
913,Varanasi,Club Road,3944000,9860,832,2
914,Varanasi,Mahmoorganj,4800000,12000,928,2
915,Varanasi,Shivpur Railway Crossing,5000000,12500,1700,5
916,Varanasi,Manduwadih,6600000,16500,1360,3
917,Varanasi,Sunderpur,3600000,9000,911,2
918,Varanasi,Paharia,6000000,15000,1213,3
919,Varanasi,Pandeypur,2500000,6250,600,1
920,Varanasi,Sarnath,6500000,16250,1468,3
1001,Amritsar,Holy City Paradise,20000000,20000,1500,2
1002,Amritsar,Golden Temple Road,500000,1250,900,2
1003,Amritsar,Dream City,36000000,20000,6500,15
1004,Amritsar,New Partap Nagar,6200000,15500,1620,4
1005,Amritsar,G T Road,5500000,13750,2400,4
1006,Amritsar,Fateh Garh Churian Road,16000000,20000,4800,5
1007,Amritsar,Amritsar,11000000,20000,2250,5
1008,Amritsar,G T Road,4550000,11375,1500,3
1009,Amritsar,New Partap Nagar,6000000,15000,1089,4
1010,Amritsar,Gagan Colony,400000000,20000,6500,15
1011,Amritsar,Meerankot Road,5500000,13750,2400,4
1012,Amritsar,Amritsar By Pass Road,25000000,20000,4000,4
1013,Amritsar,Amritsar By Pass Road,8900000,20000,2100,3
1014,Amritsar,Cheharta,3500000,8750,1593,4
1016,Amritsar,Loharka road,5500000,13750,2400,4
1017,Amritsar,Mirankot Road,5500000,13750,2500,4
1018,Amritsar,Fateh Garh Churian Road,4500000,11250,960,2
1019,Amritsar,Rani Ka Bagh,15000000,20000,1350,4
1020,Amritsar,Khazana Gate Chowk,2500000,6250,1089,3
1021,Amritsar,Mahal,5500000,13750,1260,4
1022,Amritsar,Loharka road,5500000,13750,2500,4
1101,Puri,Bata Mangala,2067700,5169,713,1
1102,Puri,Bata Mangala,1296000,3240,405,1
1103,Puri,Bata Mangala,1950000,4875,505,1
1105,Puri,Bata Mangala,2067000,5167,713,1
1106,Puri,Lokanath Road,1500000,3750,300,1
1107,Puri,Lokanath Road,1250000,3125,350,1
1108,Puri,Bata Mangala,1396000,3490,405,1
1109,Puri,Lokanath Road,1450000,3625,300,1
1112,Puri,Lokanath Road,1250000,3125,300,1
1113,Puri,Lokanath Road,1300000,3250,300,1
1117,Puri,Lokanath Road,1249620,3124,590,1
1118,Puri,Baliapanda Road,1300000,3250,350,1
1119,Puri,Lokanath Road,1300000,3250,350,1
1120,Puri,Lokanath Road,1295000,3237,350,1
1201,Vadodara,Vasana Bhayli Road,7997832,19994,2428,3
1202,Vadodara,Bhayli,7000000,17500,2000,3
1203,Vadodara,Makarpura,2417007,6042,717,2
1204,Vadodara,Waghodia,3100320,7750,1440,2
1205,Vadodara,Harni,14920674,20000,2190,4
1206,Vadodara,Harni,3550272,8875,902,3
1207,Vadodara,Sama,2974985,7437,915,2
1208,Vadodara,Ankodiya,4300000,10750,1550,3
1209,Vadodara,Bhaili,2400000,6000,1080,1
1210,Vadodara,Gotri Road,2600000,6500,660,1
1211,Vadodara,Karelibagh,5500000,13750,1700,3
1212,Vadodara,Vemali,1925000,4812,642,2
1213,Vadodara,Alkapuri,20000000,20000,5500,4
1214,Vadodara,Atladara,2600000,6500,1745,2
1215,Vadodara,Vasana Bhayli Road,6120000,15300,2040,3
1216,Vadodara,Sama,3055812,7639,940,2
1217,Vadodara,Harni,2549610,6374,665,2
1218,Vadodara,Harni,19058209,20000,2797,4
1219,Vadodara,Bhayli,7200000,18000,2040,3
1220,Vadodara,Makarpura,3120336,7800,932,3
1301,Vellore,sainathapuram,20000000,20000,3400,4
1305,Vellore,katpadi,1500000,3750,650,1
1306,Vellore,katpadi,3500000,8750,1200,2
1317,Vellore,Konavattam,1800000,4500,2299,2
1401,Anand,V V Nagar,3200000,8000,945,2
1402,Anand,Karamsad Vidyanagar Road,2500000,6250,819,2
1403,Anand,Vallabh Vidhyanagar,2350000,5875,600,2
1404,Anand,Anand Sojitra Road,4984000,12460,2167,3
1405,Anand,Karamsad Vidyanagar Road,3600000,9000,1650,3
1406,Anand,Lambhvel Road,2300000,5750,900,2
1407,Anand,Karamsad,3000000,7500,1250,2
1408,Anand,Vidhyanagar Karmasad Road,3475000,8687,1650,3
1409,Anand,Sardar Ganj,1800000,4500,964,2
1410,Anand,Anand Sojitra Road,4984100,12460,2167,3
1411,Anand,Vallabh Vidhyanagar,1950000,4875,700,2
1412,Anand,Lambhvel Road,9500000,20000,5200,3
1413,Anand,Bakrol Road,9000000,20000,4500,3
1414,Anand,Anand Sojitra Road,2600000,6500,900,2
1415,Anand,Vallabh Vidhyanagar,2500000,6250,1100,2
1417,Anand,Vallabh Vidhyanagar,2450000,6125,1107,2
1418,Anand,Lambhvel,1700000,4250,722,1
1419,Anand,Ganesh Chokdi,5500000,13750,2900,4
1420,Anand,Karamsad,1075000,2687,415,1
1501,Nainital,Bhowali,2880000,7200,960,1
1502,Nainital,Bhowali,1990000,4975,580,1
1503,Nainital,Tallital,3900000,9750,876,1
1504,Nainital,Mukteshwar,1746000,4365,388,1
1505,Nainital,Bhowali,2600000,6500,900,1
1507,Nainital,Bhowali,1800000,4500,580,1
1508,Nainital,Bhowali,2275000,5687,720,1
1510,Nainital,Bhowali,3500000,8750,1000,2
1511,Nainital,Mukteshwar,3487500,8718,775,1
1512,Nainital,Bhowali,5800000,14500,1560,2
1513,Nainital,Near Mukteshwar,2150000,5375,415,1
1515,Nainital,Mukteshwar,1200000,3000,520,1
1517,Nainital,Bhowali,2250000,5625,625,1
1518,Nainital,Amritpur,2000000,5000,720,1
1601,Alwar,Tapukara,1400000,3500,750,2
1602,Alwar,Alwar,2000000,5000,180,1
1603,Alwar,Indira Colony,5304000,13260,1326,2
1604,Alwar,Chirkhana,875000,2187,550,1
1605,Alwar,Tapukara,1600000,4000,600,2
1606,Alwar,Indira Colony,6776000,16940,1694,3
1607,Alwar,Ramgarh Road,1270000,3175,550,2
1608,Alwar,Indira Colony,5332000,13330,1333,2
1609,Alwar,Indira Colony,7088000,17720,1772,3
1610,Alwar,Indira Colony,6464000,16160,1616,3
1611,Alwar,Indira Colony,9704000,20000,2426,4
1701,Siliguri,Champasari,2049100,5122,661,1
1702,Siliguri,Champasari,2783800,6959,898,2
1703,Siliguri,Burdwan Road,2681100,6702,993,2
1704,Siliguri,Ranidanga,2283100,5707,1156,3
1705,Siliguri,Champasari,3120000,7800,1175,3
1706,Siliguri,Champasari,3459600,8649,1116,3
1708,Siliguri,Ranidanga,3002400,7506,1251,3
1709,Siliguri,Sushrata Nagar,2580000,6450,933,2
1710,Siliguri,Matigara,3491800,8729,1340,3
1711,Siliguri,Champasari,2500000,6250,891,2
1712,Siliguri,Champasari,2667000,6667,889,2
1713,Siliguri,Burdwan Road,4148000,10370,1360,3
1714,Siliguri,Matigara,3754100,9385,1157,3
1715,Siliguri,Pradhan Nagar,4596100,11490,1121,2
1716,Siliguri,Punjabi Para,5425000,13562,1550,3
1717,Siliguri,Sevoke Road,4984000,12460,1424,3
1718,Siliguri,Champasari,2904700,7261,937,2
1719,Siliguri,Zilla Parishad Road,3150000,7875,1125,2
1720,Siliguri,Uttorayon Township,16000000,20000,2400,4
1801,Gulbarga,Maktampura,3200000,8000,1007,2
1802,Gulbarga,Maktampura,2800000,7000,1007,2
1803,Gulbarga,Santraswadi,2300000,5750,1100,2
1805,Gulbarga,Iqbal Colony,5500000,13750,1500,3
1901,Thrissur,Mannuthy,2285320,5713,760,2
1902,Thrissur,Guruvayoor,3674000,9185,668,2
1903,Thrissur,Patturaikkal,7333100,18332,1220,2
1904,Thrissur,Guruvayoor,2800000,7000,750,1
1905,Thrissur,Chettupuzha,3897000,9742,1299,3
1906,Thrissur,West Nada,3115000,7787,720,2
1907,Thrissur,Marath Lane,5000000,12500,942,2
1908,Thrissur,Pandikkavu,5800000,14500,1175,2
1909,Thrissur,Marath Lane,4500000,11250,942,2
1910,Thrissur,Patturaikkal,5800000,14500,1900,3
1911,Thrissur,Guruvayoor,1800000,4500,640,1
1912,Thrissur,Guruvayur Road,2300000,5750,560,1
1913,Thrissur,Viyyoor,7232000,18080,1607,3
1914,Thrissur,Puzhakkal,24000000,20000,3500,4
1915,Thrissur,Viyyoor,5000000,12500,1500,2
1916,Thrissur,Guruvayoor,1400000,3500,650,1
1917,Thrissur,Guruvayoor,3000000,7500,651,1
1918,Thrissur,Cheroor,4100000,10250,1220,3
1919,Thrissur,Guruvayoor,1800000,4500,450,1
1920,Thrissur,Thrissur Shoranur Road,10000000,20000,1864,3
2005,Krishna,Residential HouseKankipadu,3400000,8500,1367,2
2009,Krishna,Bandar Road,8500000,20000,1500,5
2101,Jhansi,Awas Vikas Nagar,3500000,8750,1100,3
2102,Jhansi,Deen Dayal Nagar,8000000,20000,1800,4
2104,Jhansi,Panchkuiyan,31000000,20000,1500,5
2107,Jhansi,Hansari,7500000,18750,1560,4
2108,Jhansi,Lahargird,3400000,8500,900,3
2109,Jhansi,Kochha Bhanwar Road,2550000,6375,1250,2
2111,Jhansi,Rajghat Colony,3400000,8500,900,3
2113,Jhansi,Hansari,2500000,6250,450,1
2114,Jhansi,Shivaji Nagar,5000000,12500,960,3
2115,Jhansi,Mashia Ganj,6840000,17100,3600,9
2116,Jhansi,Lahargird,3500000,8750,1100,3
2117,Jhansi,Sipri Bazar,2000000,5000,1080,2
2118,Jhansi,Deen Dayal Nagar,7800000,19500,1800,4
2201,Mehsana,Punit Nagar,3200000,8000,600,2
2202,Mehsana,Radhanpur Road,6500000,16250,2500,4
2203,Mehsana,Radhanpur Road,1800000,4500,738,3
2204,Mehsana,Vijapur Visnagar Road,2400000,6000,3000,4
2206,Mehsana,Visnagar Road,3500000,8750,2045,3
2208,Mehsana,Radhanpur Road,6000000,15000,1250,3
2209,Mehsana,Vijapur Visnagar Road,1100000,2750,1615,3
2210,Mehsana,Radhanpur Road,6500000,16250,4500,4
2211,Mehsana,Punit Nagar,1250000,3125,450,2
2301,Bulandshahr,Bulandshahr Road,700000,1750,540,2
2302,Bulandshahr,Bulandshahr Syana Road,700000,1750,562,2
2303,Bulandshahr,Bulandshahr Road,700000,1750,650,2
2304,Bulandshahr,Bulandshahr Syana Road,1000000,2500,402,2
2309,Bulandshahr,Bulandshahr Road,7500000,18750,1800,4
2314,Bulandshahr,Awas Vikas Colony,2800000,7000,2250,4
2321,Bulandshahr,Yamunapuram,3800000,9500,2150,4
2401,Tirunelveli,NGO Colony,5600000,14000,1400,3
2402,Tirunelveli,Perumalpuram,5623000,14057,1400,3
2403,Tirunelveli,Tirunelveli Road,5600000,14000,1400,3
2404,Tirunelveli,Perumalpuram,5650000,14125,1400,3
2406,Tirunelveli,Palayamkottai,3732000,9330,910,2
2407,Tirunelveli,Ngo A Colony,5300000,13250,1400,3
2408,Tirunelveli,Tirunelveli Road,5325000,13312,1400,3
2410,Tirunelveli,NGO Colony,5321000,13302,1400,3
2411,Tirunelveli,Palayamkottai,3731000,9327,919,2
2412,Tirunelveli,Perumalpuram,5600000,14000,1315,3
2413,Tirunelveli,Ngo A Colony,5650000,14125,1400,3
2414,Tirunelveli,NGO Colony,5650000,14125,1400,3
2415,Tirunelveli,Perumalpuram,5350000,13375,1400,3
2416,Tirunelveli,Perumalpuram,7523000,18807,1500,3
2418,Tirunelveli,Tirunelveli Road,5310000,13275,1400,3
2420,Tirunelveli,Perumalpuram,5320000,13300,1400,3
2501,Ahmedabad,Memnagar,30958884,20000,4691,4
2502,Ahmedabad,Bopal,4464000,11160,1440,3
2503,Ahmedabad,Navrangpura,15624000,20000,2232,3
2504,Ahmedabad,Vastrapur,16907400,20000,2727,4
2505,Ahmedabad,Ambavadi,12226500,20000,2223,3
2506,Ahmedabad,Bopal,4176000,10440,1305,2
2507,Ahmedabad,Bopal,3690720,9226,1440,3
2508,Ahmedabad,Prahlad Nagar,4499990,11249,1210,2
2509,Ahmedabad,Chandkheda,3400000,8500,621,2
2510,Ahmedabad,Vatva,971856,2429,612,1
2511,Ahmedabad,Narolgam,1951000,4877,837,2
2512,Ahmedabad,Near Nirma University On SG Highway,5840994,14602,838,2
2513,Ahmedabad,Near Nirma University On SG Highway,4101500,10253,1262,2
2514,Ahmedabad,Bopal,3895000,9737,820,3
2515,Ahmedabad,Chandkheda,4300000,10750,1602,2
2516,Ahmedabad,Jodhpur Village,13100000,20000,1854,3
2517,Ahmedabad,Paldi,11535588,20000,1854,3
2518,Ahmedabad,Ghatlodiya,6200000,15500,1323,2
2519,Ahmedabad,Prahlad Nagar,16000000,20000,2700,4
2520,Ahmedabad,Bopal,5500000,13750,1215,2
2601,Shimla,Bharari,4400000,11000,615,1
2602,Shimla,Bharari,4500000,11250,615,1
2603,Shimla,Mashobra Moolkoti Road,3300000,8250,910,1
2605,Shimla,Mashobra Moolkoti Road,3000000,7500,755,1
2606,Shimla,Mashobra Moolkoti Road,3200000,8000,755,1
2607,Shimla,Mashobra Moolkoti Road,3100000,7750,755,1
2610,Shimla,Chail Road,21600000,20000,2000,4
2611,Shimla,Mashobra Moolkoti Road,3400000,8500,755,1
2612,Shimla,Bharari,7600000,19000,1476,2
2613,Shimla,Mashobra Moolkoti Road,5200000,13000,1520,2
2614,Shimla,Shimla Bypass,3200000,8000,600,1
2615,Shimla,Taradevi Road,4500000,11250,900,2
2616,Shimla,Bharari,7400000,18500,1000,2
2617,Shimla,Mashobra Moolkoti Road,3150000,7875,755,1
2618,Shimla,Bharari,7400000,18500,1300,2
2619,Shimla,Dudhli,3500000,8750,800,2
2620,Shimla,Shimla Bypass,5100000,12750,980,2
2701,Tirupati,New Balaji Colony,4800000,12000,1170,2
2702,Tirupati,SV Auto Nagar,2800000,7000,3000,2
2703,Tirupati,Korramenugunta,4781000,11952,1366,3
2704,Tirupati,Korramenugunta,5187000,12967,1482,3
2705,Tirupati,Tiruchanur,3475000,8687,1285,2
2706,Tirupati,Korramenugunta,4704000,11760,1344,3
2707,Tirupati,Renigunta Road,5000000,12500,1260,3
2708,Tirupati,Renigunta Road,4864000,12160,1280,2
2709,Tirupati,Tiruchanur,5550000,13875,1300,2
2710,Tirupati,Tiruchanur,4499836,11249,1364,3
2711,Tirupati,Bairagi patteda,6500000,16250,1300,2
2712,Tirupati,Subbareddy Nagar,5500000,13750,1400,3
2713,Tirupati,Renigunta Road,4500000,11250,1230,2
2715,Tirupati,Renigunta Road,2500000,6250,1050,2
2716,Tirupati,Renigunta Road,3500000,8750,1285,2
2717,Tirupati,Settipalli,2500000,6250,1050,2
2718,Tirupati,Renigunta Road,3500000,8750,1250,2
2719,Tirupati,Renigunta Road,3570000,8925,1230,2
2801,Valsad,Gunjan Road,2800000,7000,1150,2
2802,Valsad,Pardi Sandhpor,1600000,4000,1275,2
2803,Valsad,Chala,3100000,7750,1300,2
2804,Valsad,Chala,3100000,7750,1250,2
2805,Valsad,Gunjan,1800000,4500,700,1
2806,Valsad,Abrama,1800000,4500,890,2
2807,Valsad,Umargam,2300000,5750,1085,2
2808,Valsad,Chala,3400000,8500,1310,2
2809,Valsad,Daman Rd,3500000,8750,1260,2
2810,Valsad,Vapi,2500000,6250,1150,2
2811,Valsad,Vapi,4300000,10750,1800,3
2812,Valsad,Chala,2673000,6682,1188,2
2813,Valsad,Charvada Road,1600000,4000,740,1
2814,Valsad,Chala,2351000,5877,1150,2
2815,Valsad,Valsad,4051000,10127,1700,3
2816,Valsad,Halar Road,2150000,5375,810,2
2817,Valsad,Mograwadi,1150000,2875,650,1
