pid,city,address,price,rent,area,bedrooms
5006,Madurai,Thiruppalai,20500000,20000,2880,4
5007,Madurai,Bypass Road,8944000,20000,999,2
5008,Madurai,Shri Vel Murugan Nagar,4800000,12000,1075,2
5009,Madurai,Bibikulam,8500000,20000,1800,3
5010,Madurai,Lourdhu Nagar,7171500,17928,1366,2
5011,Madurai,Sekkalai,5546000,13865,1583,3
5012,Madurai,Andalpuram,5000000,12500,1348,2
5013,Madurai,Bibikulam,8000000,20000,1700,3
5014,Madurai,Sekkalai,2400000,6000,720,1
5015,Madurai,Narimedu,50000000,20000,12000,10
5016,Madurai,Chinna Chokkikulam,5200000,13000,1050,2
5017,Madurai,Bi Bi Kulam Road,8100000,20000,2250,3
5018,Madurai,Periyar,6500000,16250,1430,3
5019,Madurai,Kochadai,4500000,11250,1100,2
5020,Madurai,Virattipathu,4500000,11250,1070,2
5101,Agra,Civil Lines,8500000,20000,897,2
5102,Agra,Civil Lines,9000000,20000,980,2
5103,Agra,Civil Lines,8500000,20000,980,2
5104,Agra,Civil Lines,8627000,20000,602,1
5105,Agra,Shastripuram,2790000,6975,1250,2
5106,Agra,Shamshabad Road,3699000,9247,1070,2
5111,Agra,Dayal Bagh,4950000,12375,1375,2
5113,Agra,fatehabad road,4440000,11100,1480,3
5115,Agra,Shamshabad Road,4400000,11000,1480,3
5116,Agra,Shamshabad Road,3749000,9372,1070,2
5118,Agra,Rajrai,2699000,6747,1542,3
5119,Agra,Shastripuram,2700000,6750,1250,2
5201,Kannur,Keecheri,4500000,11250,1365,2
5202,Kannur,Thalassery,7448000,18620,1520,3
5203,Kannur,Thaze Chovva Mattannur Road,4300000,10750,1054,3
5204,Kannur,Kannothchal,5482500,13706,1075,2
5205,Kannur,Thaze Chovva Mattannur Road,3500000,8750,1200,3
5206,Kannur,Kannothchal,6936000,17340,1360,3
5207,Kannur,Chirakkal,7362000,18405,1636,3
5208,Kannur,Thalassery,5145000,12862,1050,2
5209,Kannur,Thalassery,3600000,9000,1100,2
5210,Kannur,New Mahe,7897500,19743,1755,3
5211,Kannur,New Mahe,6903000,17257,1534,3
5213,Kannur,Thalassery,3900000,9750,1100,2
5214,Kannur,Puthiyatheru Kakkad Road,4760000,11900,1360,3
5215,Kannur,Kannothchal,3774000,9435,740,1
5218,Kannur,Thaze Chovva Mattannur Road,4500000,11250,1432,3
5219,Kannur,Eranholi,3600000,9000,1100,2
5220,Kannur,Kannothchal,7344000,18360,1440,3
5301,Ratnagiri,Chiplun,2350000,5875,750,2
5302,Ratnagiri,Khedashi,1456417,3641,471,1
5303,Ratnagiri,Harnai,3500000,8750,710,2
5304,Ratnagiri,Khedashi,2091000,5227,615,1
5305,Ratnagiri,Chiplun,1550000,3875,550,1
5306,Ratnagiri,Guhagar,4500000,11250,670,1
5307,Ratnagiri,Jail Road,2150000,5375,645,1
5308,Ratnagiri,Guhagar,4900000,12250,669,1
5309,Ratnagiri,Khed,1080000,2700,400,1
5310,Ratnagiri,Rest House Road,1450000,3625,635,1
5311,Ratnagiri,RatnagiriGanpati Pule Highway,1400000,3500,412,1
5312,Ratnagiri,Maruti Mandir Circle,1870000,4675,662,1
5313,Ratnagiri,Nachane Road,2200000,5500,490,1
5314,Ratnagiri,Khedashi,2800000,7000,725,2
5315,Ratnagiri,Maruti Mandir Circle,2499420,6248,660,1
5316,Ratnagiri,Sanmitra Nagar,1600000,4000,500,1
5317,Ratnagiri,Nachane Road,1782000,4455,594,1
5318,Ratnagiri,Zadgaon,1100000,2750,450,1
5319,Ratnagiri,Lanja,1250000,3125,550,1
5320,Ratnagiri,State Bank Colony,3100000,7750,579,1
5401,Chandigarh,Gazipur,8270000,20000,1940,4
5402,Chandigarh,Sunny Enclave,2600000,6500,1135,2
5403,Chandigarh,Dhakoli,5100000,12750,1450,3
5404,Chandigarh,Gazipur,5300000,13250,1945,3
5405,Chandigarh,Mullanpur,4868550,12171,1395,3
5406,Chandigarh,Gazipur Road,8300000,20000,2020,3
5407,Chandigarh,Gazipur,4100000,10250,1460,3
5408,Chandigarh,Gazipur,6202000,15505,1772,3
5409,Chandigarh,Yadagirigutta,6000000,15000,1000,2
5410,Chandigarh,Gazipur,5800000,14500,1602,3
5411,Chandigarh,Sunny Enclave,2850000,7125,915,2
5412,Chandigarh,Dhakoli,3050000,7625,1200,3
5413,Chandigarh,Mullanpur,8694000,20000,2300,4
5414,Chandigarh,Sector 20,7500000,18750,1700,3
5415,Chandigarh,Gazipur,8950000,20000,2284,4
5416,Chandigarh,Chandigarh Airport Area,4450000,11125,1120,2
5417,Chandigarh,Dhakoli,6113750,15284,1825,3
5418,Chandigarh,Gazipur,6000000,15000,1602,3
5419,Chandigarh,116 Sector mohali,4690000,11725,1500,3
5420,Chandigarh,Mullanpur Garibdass,5783400,14458,1530,3
5501,Bhubaneswar,aIGINIA,6403200,16008,1334,2
5502,Bhubaneswar,Khandagiri,5320000,13300,1400,2
5503,Bhubaneswar,Tamando,4972000,12430,1275,2
5504,Bhubaneswar,Sundarapada Jatani Road,3300000,8250,1220,2
5505,Bhubaneswar,Patia,3926000,9815,1450,3
5506,Bhubaneswar,Patia,4580000,11450,1145,2
5507,Bhubaneswar,Gothapatna,3372000,8430,1220,2
5508,Bhubaneswar,PatiaKalarahanga Road,5000000,12500,1205,2
5509,Bhubaneswar,Kalinga Vihar LIG,5775000,14437,1480,3
5510,Bhubaneswar,Raghunathpur,4357500,10893,1162,2
5511,Bhubaneswar,Kalinga Vihar Road,5000000,12500,1336,2
5512,Bhubaneswar,Kalarahanga,4857000,12142,1450,3
5513,Bhubaneswar,Patia,4800000,12000,1450,3
5514,Bhubaneswar,Puri Cuttack Road,6200000,15500,1536,3
5515,Bhubaneswar,Shampur,6500000,16250,1620,3
5516,Bhubaneswar,Janla,4206225,10515,1275,2
5517,Bhubaneswar,Kalarahanga,4820000,12050,1205,2
5518,Bhubaneswar,Chandrasekharpur,9000000,20000,1466,3
5519,Bhubaneswar,Tamando,6027546,15068,1435,3
5520,Bhubaneswar,Sundarpada,3092400,7731,1226,2
5601,Satara,Khed,1099800,2749,450,1
5602,Satara,Khed,2700000,6750,900,2
5603,Satara,Khed,3300150,8250,1050,3
5604,Satara,Tamjai Nagar,2700000,6750,1150,2
5605,Satara,Khed,1499850,3749,550,1
5606,Satara,Wai M I D C Road,1800000,4500,530,1
5607,Satara,Shaniwar Peth,2800000,7000,899,1
5608,Satara,Guruwar Peth,3300000,8250,750,2
5609,Satara,Somwar Peth,4200000,10500,1200,2
5610,Satara,Karad,1800000,4500,550,1
5611,Satara,Sadar Bazar,2600000,6500,750,2
5612,Satara,Somwar Peth,1999431,4998,639,1
5613,Satara,Khed,4199800,10499,1100,2
5614,Satara,Tamjai Nagar,2179000,5447,680,1
5615,Satara,Shaniwar Peth,500000,1250,1000,2
5616,Satara,Gangapuri,1290000,3225,480,1
5617,Satara,Karad,1850000,4625,600,1
5619,Satara,Tamjai Nagar,3000000,7500,825,1
5620,Satara,Tamjai Nagar,2750000,6875,1150,1
5701,Mysore,Metagalli,3871000,9677,790,1
5702,Mysore,Chamrajpura,7000000,17500,1220,2
5703,Mysore,Bogadi Road,4800000,12000,1063,3
5704,Mysore,Vijayanagar,4500000,11250,1300,3
5705,Mysore,J P Nagar,5000000,12500,1470,3
5706,Mysore,Mysore Road,5600000,14000,1082,3
5707,Mysore,Yadavagiri,7500000,18750,1188,2
5708,Mysore,J P Nagar,4447000,11117,1308,2
5709,Mysore,Dattagalli,5000000,12500,1349,2
5710,Mysore,Siddhartha Layout,6500000,16250,1170,2
5711,Mysore,Metagalli,10400000,20000,2130,3
5712,Mysore,Metagalli,7100000,17750,1400,2
5713,Mysore,Jayanagar,5400000,13500,1010,2
5714,Mysore,Bogadi Road,4800000,12000,1221,3
5715,Mysore,Mysore Road,4500000,11250,883,2
5716,Mysore,Bogadi Road,4400000,11000,1221,3
5717,Mysore,Hebbal 2nd Stage,6500000,16250,2100,4
5718,Mysore,Rajendra Nagar,3800000,9500,1025,2
5719,Mysore,J P Nagar,4080000,10200,1200,2
5720,Mysore,J P Nagar,8500000,20000,2000,3
5801,Surat,Khadsad,3374000,8435,1205,2
5802,Surat,Althan,8450000,20000,2100,3
5803,Surat,Limbayat,586000,1465,558,2
5804,Surat,Khadsad,2814000,7035,1005,2
5805,Surat,Althan,14000000,20000,2600,3
5806,Surat,Limbayat,1046500,2616,455,1
5807,Surat,Vesu,14350000,20000,2870,3
5808,Surat,Athwa,4300000,10750,1508,3
5809,Surat,Adajan,3549800,8874,1250,2
5810,Surat,Khadsad,3094000,7735,1105,2
5811,Surat,Palanpur,3700000,9250,1150,2
5812,Surat,Palanpur,3500000,8750,1250,2
5813,Surat,Palanpur,6054455,15136,1705,3
5814,Surat,Vanakala,2900000,7250,1100,2
5815,Surat,Jahangirabad,3100000,7750,920,2
5816,Surat,Pal Gam,11000011,20000,2759,3
5817,Surat,Pal Gam,7000000,17500,1422,3
5818,Surat,Citylight Area,3800000,9500,900,2
5819,Surat,Pal,5700000,14250,1714,3
5820,Surat,Palanpur,5500000,13750,1445,3
5901,Visakhapatnam,Pendurthi,4500000,11250,1800,4
5902,Visakhapatnam,Atchutapuram,3300000,8250,1478,3
5903,Visakhapatnam,Endada,5760000,14400,1440,3
5904,Visakhapatnam,Gajuwaka,1500000,3750,1000,2
5905,Visakhapatnam,Gajuwaka,3375000,8437,1125,2
5906,Visakhapatnam,Gajuwaka,3150000,7875,1125,2
5907,Visakhapatnam,Rajeev Nagar Road,3680000,9200,1150,2
5908,Visakhapatnam,Midhilapuri Vuda Colony,6500000,16250,1320,2
5909,Visakhapatnam,Gajuwaka,3262500,8156,1125,2
5910,Visakhapatnam,Kommadi Road,3036000,7590,920,2
5911,Visakhapatnam,PM Palem Main Road,4000000,10000,1090,2
5912,Visakhapatnam,PMPalem,4637500,11593,1325,3
5913,Visakhapatnam,Madhurawada,4110000,10275,1090,2
5914,Visakhapatnam,Yendada,4500000,11250,1000,2
5915,Visakhapatnam,Gajuwaka,5400000,13500,1800,3
5916,Visakhapatnam,Madhurawada,7900000,19750,1950,3
5917,Visakhapatnam,Pothinamallayya Palem,6900000,17250,1500,3
5918,Visakhapatnam,Rajiv Nagar,4340000,10850,1150,2
5919,Visakhapatnam,PMPalem,5738700,14346,1550,3
5920,Visakhapatnam,Pedagantyada,4275000,10687,1425,3
6001,Ambala,Ambala Chandigarh Expressway,3199000,7997,1350,2
6002,Ambala,Ambala Chandigarh Expressway,4900000,12250,1460,3
6003,Ambala,Ambala Chandigarh Expressway,3899200,9748,1600,3
6004,Ambala,Ambala Chandigarh Expressway,4099060,10247,1610,3
6005,Ambala,Ambala Chandigarh Expressway,3200000,8000,1308,2
6006,Ambala,Ambala Chandigarh Expressway,3000000,7500,1300,2
6007,Ambala,Ambala Chandigarh Expressway,4330000,10825,1610,3
6008,Ambala,Sector 23,50000000,20000,10000,10
6011,Ambala,Sector 23,22500000,20000,4500,4
6012,Ambala,Sector 23,15000000,20000,1500,2
6013,Ambala,Sector 23,12000000,20000,1350,3
6014,Ambala,Sector 23,11000000,20000,2000,3
6015,Ambala,Sector 23,27500000,20000,4500,5
6017,Ambala,Sector 23,8500000,20000,1100,3
6018,Ambala,Sector 23,15000000,20000,1200,3
6019,Ambala,Sector 23,13500000,20000,2500,3
6022,Ambala,Pooja Viahr,7500000,18750,2100,3
6023,Ambala,Railway Road,3790000,9475,1500,3
6024,Ambala,prem nagar,6000000,15000,2000,3
6025,Ambala,Ambala Chandigarh Expressway,101010101,20000,5211,4
6026,Ambala,Mahesh Nagar,8400000,20000,2100,4
6027,Ambala,Ambala Chandigarh Expressway,3850000,9625,1500,3
6101,Mathura,Vrindavan,1950000,4875,429,1
6102,Mathura,Vrindavan,2500000,6250,526,1
6103,Mathura,Vrindavan,2910600,7276,1078,2
6104,Mathura,Vrindavan,2800000,7000,965,2
6105,Mathura,Vrindavan,2980000,7450,877,1
6106,Mathura,Vrindavan,2120000,5300,785,1
6107,Mathura,Vrindavan,3300000,8250,750,1
6109,Mathura,Vrindavan,1300000,3250,435,1
6110,Mathura,Vrindavan,1450000,3625,435,1
6111,Mathura,Vrindavan,1200000,3000,450,1
6112,Mathura,Vrindavan,1560000,3900,605,1
6113,Mathura,Girdharpur,1400000,3500,700,2
6114,Mathura,Vrindavan,3700000,9250,1144,2
6115,Mathura,Vrindavan,800000,2000,435,1
6116,Mathura,Vrindavan,1871000,4677,520,1
6117,Mathura,Vrindavan,1800000,4500,525,1
6118,Mathura,Vrindavan,2000000,5000,775,1
6119,Mathura,Vrindavan,1000000,2500,400,1
6120,Mathura,Vrindavan,2500000,6250,585,1
6201,Ernakulam,Pottakuzhy Lane,5500000,13750,1325,3
6202,Ernakulam,Kakkanad,6000000,15000,1580,3
6203,Ernakulam,Palarivattom,8600000,20000,1400,3
6204,Ernakulam,Chittoor Road,8000000,20000,1175,2
6205,Ernakulam,Residential FlatKadungaloor,3500000,8750,1200,3
6206,Ernakulam,Edappally,9000000,20000,1380,3
6207,Ernakulam,Edappally,8500000,20000,1606,3
6208,Ernakulam,Kadavanthara,6800000,17000,1311,2
6209,Ernakulam,Elamkulam,9700000,20000,1350,3
6210,Ernakulam,Tripunithura,4600000,11500,863,2
6211,Ernakulam,Thrippunithura,3500000,8750,1223,3
6212,Ernakulam,Elamkulam,8500000,20000,1350,2
6213,Ernakulam,Thrippunithura,2000000,5000,850,3
6214,Ernakulam,Ernakulam South,359100,897,1050,2
6301,Warangal,Warangal Mulug Road,5220000,13050,1450,2
6302,Warangal,Shanthi Nagar,4100000,10250,1180,2
6303,Warangal,Chaitanyapuri Colony,3500000,8750,1540,3
6314,Warangal,Saptagiri Colony,6500000,16250,1300,2
6315,Warangal,Dharmaram Vasanthapur Road,1600000,4000,1107,1
6317,Warangal,Hanamkonda,35200000,20000,3150,6
6321,Warangal,Brahmanawada,4600000,11500,1350,2
6322,Warangal,Brahmanawada,4600000,11500,750,2
6401,Kolkata,Behala,6401199,16002,1371,2
6402,Kolkata,Uttar Gauripur,1100000,2750,403,1
6403,Kolkata,New Town,4126500,10316,917,2
6404,Kolkata,Maheshtala,2235900,5589,771,2
6405,Kolkata,Madhyamgram,4033000,10082,1295,3
6406,Kolkata,Madhyamgram,4228674,10571,1152,3
6407,Kolkata,Dum Dum,4503600,11259,1251,3
6408,Kolkata,Nayabad,2624895,6562,819,2
6409,Kolkata,Tollygunge,4043600,10109,919,2
6410,Kolkata,Joka,5518772,13796,1370,3
6411,Kolkata,Rajarhat,980023,2450,451,1
6412,Kolkata,Rajarhat,4386000,10965,860,3
6413,Kolkata,Ballygunge,19637800,20000,2158,4
6414,Kolkata,Ultadanga,13000000,20000,2000,3
6415,Kolkata,New Town,6381120,15952,927,2
6416,Kolkata,Rajarhat,6200000,15500,934,3
6417,Kolkata,Rajarhat,4242000,10605,1212,3
6418,Kolkata,Behala,6040723,15101,1045,2
6420,Kolkata,Rajarhat,6248232,15620,775,2
6501,Anantapuram,Rtc Bus Stand Road,4700000,11750,1300,2
6502,Anantapuram,Adarsh Nagar,5200000,13000,1300,2
6503,Anantapuram,Ram Nagar,5360000,13400,1340,3
6504,Anantapuram,Ram Nagar,3535000,8837,400,2
6505,Anantapuram,Puttaparthi Main Road,1500000,3750,755,1
6506,Anantapuram,Ram Nagar,5200000,13000,1300,2
6507,Anantapuram,Ram Nagar,5200000,13000,1410,2
6508,Anantapuram,Ram Nagar,5600000,14000,1550,3
6509,Anantapuram,Rudrampeta,5480000,13700,1370,2
6510,Anantapuram,Ram Nagar,3500000,8750,1250,2
6511,Anantapuram,Ram Nagar,4800000,12000,1360,2
6513,Anantapuram,Ram Nagar,6560000,16400,1640,3
6601,Jaipur,Ajmer Road,4177497,10443,1519,3
6602,Jaipur,Sanganer,4699998,11749,1105,3
6603,Jaipur,Ajmer Road,3965000,9912,1239,3
6604,Jaipur,Ajmer Road,2350000,5875,948,2
6605,Jaipur,Gandhi Path West,1225000,3062,408,1
6606,Jaipur,Ajmer Road,2800000,7000,1070,2
6607,Jaipur,Niwaru Road,2500000,6250,1200,3
6608,Jaipur,Lalarpura Road,3190000,7975,1000,2
6609,Jaipur,Mansarovar,4000000,10000,1500,3
6610,Jaipur,Jhotwara,2351000,5877,1125,2
6611,Jaipur,Hathoj,1500000,3750,860,2
6612,Jaipur,Mahindra Sez,3900000,9750,1175,2
6613,Jaipur,Lalarpura Road,3100000,7750,1270,3
6614,Jaipur,Mansarovar Extension,4931200,12328,1541,3
6615,Jaipur,Jhotwara,3450000,8625,1200,2
6616,Jaipur,Thikariya,2800000,7000,1475,3
6617,Jaipur,Brijlalpura,3800000,9500,1010,2
6618,Jaipur,Lalarpura Road,3100000,7750,1300,3
6619,Jaipur,Jagatpura,18000000,20000,2300,3
6620,Jaipur,Gandhi Path West,1598991,3997,469,2
6701,Patna,Saguna Danapur Main Road,6127500,15318,1423,3
6702,Patna,Mahuabagh Road,6200000,15500,1286,3
6703,Patna,Bailey Road,4228000,10570,1208,2
6704,Patna,Nahar Road,3977400,9943,947,2
6705,Patna,Danapur,3600000,9000,1100,2
6706,Patna,Gola Road,4500000,11250,1000,2
6707,Patna,Mahuabagh Road,6000000,15000,1230,3
6708,Patna,Mohammadpur Korji Road,3900000,9750,1325,2
6709,Patna,Kankarbagh Main Road,5500000,13750,1050,2
6710,Patna,Saguna More,7600000,19000,1510,3
6711,Patna,Saguna More,7800000,19500,1510,3
6712,Patna,Saguna More,2457000,6142,945,2
6713,Patna,Saubhagya Sharma Path,6669000,16672,1419,3
6714,Patna,Anisabad,5600000,14000,1505,3
6715,Patna,jagdeo path,6200000,15500,1400,3
6716,Patna,Danapur Khagaul Road,5000000,12500,1462,3
6717,Patna,Saguna More,4000000,10000,1056,2
6718,Patna,Anisabad,5387400,13468,1314,3
6719,Patna,RPS Road,2000000,5000,565,1
6720,Patna,Danapur Railway Station FOB,4500000,11250,1464,3
6801,Meerut,Ganga Nagar,2650000,6625,1010,2
6802,Meerut,Modi Puram,2250000,5625,900,2
6803,Meerut,Rohta Road,2500000,6250,1400,1
6804,Meerut,Delhi Meerut Expressway,4100000,10250,750,2
6805,Meerut,DauralaMasuri Road,1699000,4247,900,2
6806,Meerut,Meerut Bypass Road,4000000,10000,1400,3
6807,Meerut,Somdutt Vihar,5000000,12500,1400,2
6808,Meerut,Delhi Road,3200000,8000,1226,2
6809,Meerut,Rohta Road,3650000,9125,1560,2
6810,Meerut,Shatabdi Nagar,4000000,10000,600,3
6811,Meerut,Delhi Road,5000000,12500,1293,2
6812,Meerut,Residential House Shergarhi,1800000,4500,900,2
6813,Meerut,Delhi Road,2592000,6480,1055,2
6814,Meerut,Shatabdi Nagar,2200000,5500,1206,3
6815,Meerut,Roorkee Road,3600000,9000,1400,3
6816,Meerut,DauralaMasuri Road,1720000,4300,900,2
6817,Meerut,kanker khera,4600000,11500,400,2
6818,Meerut,Delhi Road,4000000,10000,1293,2
6819,Meerut,Delhi Road,9500000,20000,600,3
6820,Meerut,Delhi Road,3300000,8250,1226,2
6901,Chennai,Anna Nagar,16606358,20000,1277,3
6902,Chennai,Sholinganallur,4869000,12172,1082,2
6903,Chennai,Madipakkam,7762500,19406,1242,2
6904,Chennai,Puzhal,6052500,15131,1345,3
6905,Chennai,Perungudi,12919313,20000,1486,3
6906,Chennai,Urapakkam,4091900,10229,986,2
6907,Chennai,Sholinganallur,6330460,15826,1405,3
6908,Chennai,Pammal,3532500,8831,785,2
6909,Chennai,Ayanambakkam,7018596,17546,1404,3
6910,Chennai,Kelambakkam,4127049,10317,1251,3
6911,Chennai,Medavakkam,4544000,11360,869,2
6912,Chennai,Thiruvidandhai,23400000,20000,3600,3
6913,Chennai,Mogappair,8177000,20000,1197,2
6914,Chennai,Mevalurkuppam,3200000,8000,576,1
6915,Chennai,Sholinganallur,5599000,13997,1018,2
6916,Chennai,Vanagaram,4599080,11497,920,2
6917,Chennai,Adyar,22879840,20000,1430,3
6918,Chennai,Iyappanthangal,9442125,20000,1575,3
6919,Chennai,Porur,7261000,18152,1370,3
6920,Chennai,Madambakkam,4727250,11818,955,2
7001,Indore,Roopram Nagar,1200000,3000,500,1
7002,Indore,Lasudia Mori,2100000,5250,775,2
7003,Indore,Rau,2200000,5500,463,1
7004,Indore,Rau,1560000,3900,700,2
7005,Indore,Mhow,1860000,4650,930,2
7006,Indore,Mhow Gaon,1860000,4650,930,2
7007,Indore,Khajrana,6000000,15000,1733,3
7008,Indore,AB Bypass Road,2450000,6125,1345,2
7009,Indore,AB Bypass Road,2471000,6177,1335,3
7010,Indore,AB Bypass Road,2624000,6560,1345,2
7011,Indore,Nipania,2800000,7000,985,2
7013,Indore,Super Corridor,2600000,6500,948,2
7014,Indore,Chhota Bangarda,1755000,4387,970,2
7016,Indore,AB Bypass Road,1825000,4562,985,2
7017,Indore,Vijay Nagar,3370000,8425,1160,2
7018,Indore,aurbindo hospital ujjain road,2651000,6627,915,2
7019,Indore,New Bijalpur,3030000,7575,1144,2
7020,Indore,AB Bypass Road,1656000,4140,895,2
7101,Hyderabad,Narsingi,10347050,20000,1645,3
7102,Hyderabad,Gachibowli,19317200,20000,2800,3
7103,Hyderabad,Mokila,5999800,14999,1500,3
7104,Hyderabad,Yapral,19354500,20000,3795,4
7105,Hyderabad,Bachupally,5698000,14245,1295,2
7106,Hyderabad,Adibatla,5298568,13246,1394,3
7107,Hyderabad,Gopanpally,11089771,20000,1981,3
7108,Hyderabad,Bandlaguda Jagir,8320000,20000,1600,3
7109,Hyderabad,Mokila,6346000,15865,1670,3
7110,Hyderabad,Shaikpet,15884505,20000,2155,3
7111,Hyderabad,Narsingi,5700000,14250,1030,2
7112,Hyderabad,Nallagandla Gachibowli,8625000,20000,1150,2
7113,Hyderabad,Shantinagar Colony,2500000,6250,969,3
7114,Hyderabad,Auto Nagar,9300555,20000,1691,3
7115,Hyderabad,Nanakramguda,7350000,18375,900,1
7116,Hyderabad,Nizampet,6100000,15250,1230,2
7118,Hyderabad,Tellapur,20700200,20000,3569,3
7119,Hyderabad,Yapral,5100000,12750,1220,2
7120,Hyderabad,Raviryal,2500000,6250,1400,2
7301,Kolhapur,Salokhe Nagar,2800000,7000,610,1
7302,Kolhapur,Sambhaji Nagar,2500000,6250,685,1
7303,Kolhapur,Shivaji Peth,2000000,5000,600,1
7304,Kolhapur,Devkar Panand,5900000,14750,1350,4
7305,Kolhapur,Deokar Panand,2500000,6250,625,1
7306,Kolhapur,New Shahupuri,5900000,14750,1098,2
7307,Kolhapur,Shahupuri,2500000,6250,600,1
7308,Kolhapur,New Washi Naka,5500000,13750,1300,3
7309,Kolhapur,Kalamba,2750000,6875,680,2
7310,Kolhapur,IT Park Road,7000000,17500,1200,2
7311,Kolhapur,Rajarampuri,3200000,8000,920,2
7312,Kolhapur,Nagala Park,5000000,12500,1130,2
7313,Kolhapur,Manganwlarpeth,1900000,4750,550,1
7314,Kolhapur,Kalamba,4000000,10000,1179,2
7315,Kolhapur,Devkar Panand,3500000,8750,630,1
7317,Kolhapur,New Shahupuri,5900000,14750,1098,1
7318,Kolhapur,Pratibha Nagar,6900000,17250,1170,2
7319,Kolhapur,Nagala Park,4800000,12000,1130,2
7320,Kolhapur,Pratibha Nagar,4700000,11750,1000,1
7401,Kottayam,Kalathipady,5100000,12750,1448,3
7402,Kottayam,Kalathipady,3500000,8750,984,2
7403,Kottayam,Indira Nagar,9000000,20000,1761,3
7404,Kottayam,Indira Nagar,8100000,20000,1964,3
